"","text","score"
"377",love visit muscat today well attend talk vike astronomi even tomorrow i talk al,1
"383",the two hand halberd better,1
"386",best time slide crush dm,0.5
"387",i grew oregon around whole life it funni watch compani use child slave labor oversea,0
"389",just hour well live until check week playlist spacevik radio shout th,1
"390",ladi vike week award effort savannah patterson posit rachel keef leader jozi hammond soccerfamili,1
"392",i accident call god babe i pray today awkward d think,0
"393",my dear jesus die sidechick kill main chick promot,0
"394",love vike dragon shifter sizzl romanc epic battl a brand new vike seri almost vike kin,1
"396",top ten tv seri peaki blinder vike game of throne break bad son of anarchi,0.333333333333333
"398",it automat subscript right,1
"400",oop dunkin donut accident sent eagl super bowl champ cup to it new england locat,1
"401",brett kavanaugh for year ive judg us court appeal dc circuit i written,1
"402",if miss predraft instal can find link continu check back regular will,0
"405",proud stand equal right you realiz linda sarsour jihadi support sharia right under sha,1
"407",so proud jacob make posit contribut communiti we proud,1
"408",so rich dont work interest that play old cleaver you still dont get go,1
"409",wed th im talk vike women wonder on thur th two dear frie,1
"411",if miss predraft instal can find link continu check back regular,0
"414",cool mate,1
"415",prevent illeg alien kill coupl out on a sunday ride if peopl werent illeg werent protect,0.5
"416",luckili weak half,0
"418",the come norfolk mark calendar here chanc explor world largest work vike shi,1
"419",well i some sew line waistcoat armour lot anim soo addict one war,0.5
"422",oh yeah look like big lad like big biker cool vike guy thank i want die now,0.8
"423",damn joe,0
"424",you wait patient now go salem nativ exst john prep mash machin nick latham go,1
"425",we kind weather liter give hive it hot im itchi mayb i keep movin,1
"426",i prefer someth littl heavier,1
"428",elon gonna elon and will articl folk appreci genius,1
"430",son king the polit intrigu thirst reveng vike invas eng,0
"433",wed th im talk vike women wonder on thur th two dear frie,1
"436",junior vike cheer clinic oct th th pm café perform oct th pm jv fo,1
"440",son king the polit intrigu thirst reveng vike invas eng,0
"442",ragnar strong vike now kitten close death thank lot work love abl,0.8
"443",son king the polit intrigu thirst reveng vike invas eng,0
"444",a jack reacher john grisham my best friend exorc stardust stephen king,1
"447",wa happen after filthi rich n drunk in jamaica with vike funer ahh bad guess beter luck next time v,0.5
"455",fresh long weekend come new newslett read pleasur septemb edit spotlig,1
"457",happen next week martin goldberg i will free public chat from roman bribe vike trea,1
"458",tyrker tale robin ingl a engag well written piec historica,1
"459",i want vike funer when i die make sure request met,0
"461",hey honest i love your brand i mean i love it you commit a commerci suicid disgrac,1
"462",son king the polit intrigu thirst reveng vike invas eng,0
"463",illeg alien pennsylvania store owner gun near kill polic say,0
"465",take knee polic pig sock consid sacrif everyth our soldier real hero kaepernick,0.5
"468",am i mistaken studwel still vike organ somewher,0
"472",paul cook decor marin corp veteran love support militari vet he strong crime,0.75
"474",how rude loon disrupt kavanaugh hear get clear room start cane,0.333333333333333
"475",you special kind idiot get arrest women right alongsid islamist support,0.666666666666667
"476",definit hysteria,0
"477",just hour well live until check week playlist spacevik radio shout,1
"479",just went gym first time year i feel like death im gonna tri go vike hell stream,0.333333333333333
"483",vike funer will scoff must,0
"484",horni main like vike,1
"485",just blew slogan work,1
"488",so i swipe credit card just insert chip just chip,0
"489",vike land surfac mar took utopian plain,0
"491",judg brett kavanaugh support principl limit govern enshrin founder constitut unit sta,0.5
"492",you win trip two rhine danub river courtesi vike river cruis georgia t,1
"495",do cast rune shown mapl rune set hessian draw string bag box stain mahogani w,0
"497",well special speshul,1
"498",do cast rune shown mapl rune set hessian draw string bag box stain mahogani w,0
"500",updat mn n near ch vike blvd still jam will add m drive,0
