"","text","score"
"251",meet greet wwe hall fame legend bullet bob armstrong saturday sept griffin ucw fall brawl,0.5
"254",who cheer next,1
"256",so nice happen twice w take w brie next,1
"257",coupl showdown alert brie vs,0
"258",so nice happen twice w take w brie next,1
"259",so nice happen twice w take w brie next,1
"260",special relationship connor michalek will donat towel honor pediatr cancer,0.5
"261",i miss wwe,0
"262",i like video top raw moment wwe top septemb,1
"264",these suck,0
"266",fuck chant andrad speak sdlive,0
"271",what f brie mode worst entranc song entir wwe,0
"274",get all detail second season premier tuesday sept exclus watch,1
"275",you is new episod start right now brie,1
"277",break mix match challeng return tuesday septemb reveal ev,0
"278",if miss announc season,0
"280",id prefer finn corbin,1
"282",special relationship connor michalek will donat towel honor pediatr cancer,0.5
"283",special relationship connor michalek will donat towel honor pediatr cancer,0.5
"284",i love,1
"287",so nice happen twice w take w brie next,1
"289",aj lee answer phonecal like wweevolut,1
"290",no makeup problem natur beauti becki lynch wwe,0
"291",so nice happen twice w take w brie next,1
"293",want free ticket a championship titl how person video wwe superstar all pla,1
"294",burn tongu delici street food worth japanes food coffe connoisseur htt,0.5
"297",so nice happen twice w take w brie next,1
"298",coupl showdown alert brie vs,0
"300",so nice happen twice w take w brie next,1
"301",you is new episod start right now brie,1
"302",so nice happen twice w take w brie next,1
"305",bitter sweet i must go alon sink swim i will i dont want anyon take blame o,0.25
"307",bteam still best team,1
"308",so nice happen twice w take w brie next,1
"310",break mix match challeng return tuesday septemb reveal ev,0
"316",break hall famer will return ring squar former rival time,0
"317",so nice happen twice w take w brie next,1
"319",teen love money wwwteensmoneycom tube video khmerschoolgirlsex free pornpussi com,1
"320",so nice happen twice w take w brie next,1
"321",you is new episod start right now brie,1
"322",zelina daniel bryan brie bella star tv show total bore zelina channel univers,0
"324",so nice happen twice w take w brie next,1
"326",lol i know right,1
"327",alexa will knock sinc rene talk back hubbi braun,0
"329",mix match wow wwe,1
"331",so nice happen twice w take w brie next,1
"334",bitter sweet i must go alon sink swim i will i dont want anyon take blame o,0.25
"335",so nice happen twice w take w brie next,1
"338",bitter sweet i must go alon sink swim i will i dont want anyon take blame o,0.25
"341",well damn want to face again and he is this should be a good rematch while both,0.666666666666667
"346",so nice happen twice w take w brie next,1
"347",i doubt just busi partner,0
"348",coupl showdown alert brie vs,0
"349",so nice happen twice w take w brie next,1
"350",yeah they good teaser segment wwe youtub hope come full,1
"351",bitter sweet i must go alon sink swim i will i dont want anyon take blame o,0.25
"354",so nice happen twice w take w brie next,1
"356",if miss announc season,0
"358",so nice happen twice w take w brie next,1
"360",i heard s get championship soon i just dont know s hell cell,0
"362",so nice happen twice w take w brie next,1
"363",fine meet middl bring wwe top trump,1
"366",it cool get peopl think better one arena,1
"368",so nice happen twice w take w brie next,1
"370",if miss announc season,0
"372",break mix match challeng return tuesday septemb reveal ev,0
"373",the hottest parti summer may memori will last forev plaqu now avail,1
"376",bitter sweet i must go alon sink swim i will i dont want anyon take blame o,0.25
"379",i bought enamel pin wwe like ah weve snare a bisexu plz tell us ur thought on our,0.5
"381",so nice happen twice w take w brie next,1
"382",fuck chant andrad speak sdlive,0
"384",sir good job blame everyon els,0.5
"385",i dont care anyon els say greatest faction ever wwe period dont,1
"386",so nice happen twice w take w brie next,1
"388",so nice happen twice w take w brie next,1
"389",so nice happen twice w take w brie next,1
"390",a real finish time pleas,0
"394",so nice happen twice w take w brie next,1
"395",so nice happen twice w take w brie next,1
"396",break mix match challeng return tuesday septemb reveal ev,0
"397",fuck chant andrad speak sdlive,0
"400",bitter sweet i must go alon sink swim i will i dont want anyon take blame o,0.25
"402",fuck chant andrad speak sdlive,0
"403",zelina daniel bryan brie bella star tv show total bore zelina channel univers,0
"404",coupl showdown alert brie vs,0
"407",break mix match challeng return tuesday septemb reveal ev,0
"408",break mix match challeng return tuesday septemb reveal ev,0
"413",bitter sweet i must go alon sink swim i will i dont want anyon take blame o,0.25
"416",bro gotta stop let el idolo talkw good on that lmao im promis but hey i dont vs,1
"417",bitter sweet i must go alon sink swim i will i dont want anyon take blame o,0.25
"418",special relationship connor michalek will donat towel honor pediatr cancer,0.5
"419",we still have rd through st row ticket we will be give away this week listen to win dont miss wwe smack,0.333333333333333
"420",i hate flirt wrestler first now like come now sweethea,0.333333333333333
"421",so nice happen twice w take w brie next,1
"422",so nice happen twice w take w brie next,1
"424",you is new episod start right now brie,1
"426",coupl showdown alert brie vs,0
"428",bore want coupl,0
"429",so nice happen twice w take w brie next,1
"431",tonight match announc plus confront promis champion,0.5
"434",so nice happen twice w take w brie next,1
"435",i know hard understand alma can pleas what chant belong,0
"438",i like everi week i also dislik andrad less less everi week,1
"442",there area time need rais littl hell get want time,0
"447",so nice happen twice w take w brie next,1
"449",bteam still best team,1
"450",give alma win,1
"451",special relationship connor michalek will donat towel honor pediatr cancer,0.5
"452",so nice happen twice w take w brie next,1
"453",wwe just put the shield arraign judg charg yes kayfab problem t,0
"454",it cool get peopl think better one arena,1
"455",special relationship connor michalek will donat towel honor pediatr cancer,0.5
"457",so nice happen twice w take w brie next,1
"458",bitter sweet i must go alon sink swim i will i dont want anyon take blame o,0.25
"460",so nice happen twice w take w brie next,1
"463",fuck chant andrad speak sdlive,0
"464",so nice happen twice w take w brie next,1
"465",bitter sweet i must go alon sink swim i will i dont want anyon take blame o,0.25
"467",so nice happen twice w take w brie next,1
"468",you is new episod start right now brie,1
"469",coupl showdown alert brie vs,0
"470",get all detail second season premier tuesday sept exclus watch,1
"473",where tonight if cleveland miz better go huge,1
"478",coupl showdown alert brie vs,0
"479",there funni haha bitch im gonna laugh brie snatch bald,0
"480",break mix match challeng return tuesday septemb reveal ev,0
"481",so nice happen twice w take w brie next,1
"483",if miss announc season,0
"484",so nice happen twice w take w brie next,1
"485",so nice happen twice w take w brie next,1
"486",rtruth carmella partner mix match challeng all right world wwe,1
"488",so nice happen twice w take w brie next,1
"491",tonight match announc plus confront promis champion,0.5
"492",so nice happen twice w take w brie next,1
"493",explicit wild some wwe super sex com,0.5
"494",so nice happen twice w take w brie next,1
"495",alam bryan much good chemistri,1
"496",so nice happen twice w take w brie next,1
"497",so nice happen twice w take w brie next,1
"498",fuck chant andrad speak sdlive,0
"499",thank creat compel show rather,1
